"rt womensmarch there is nothing funny about the slaughter of indigenous people. 

not one damn thing about that is funny.",Democrat
"remember when a gop senator brought a snowball on to the senate floor in an attempt to undermine science
yeah th https//t.co/qgbqlfxtw3",Democrat
the president is incapable of uplifting the nation but is skilled at lowering the bar. https//t.co/tgdpk1vdxg,Democrat
rt delegatebagnall happy birthday to our wonderful mayor of annapolis gavin buckley! many happy returns of the day mr. mayor! mdga19 wo,Democrat
rt ericluedtke also one of the funniest people to ever hold office. sad day for america. rest in peace congressman. https//t.co/h6dx6ul,Democrat
rt zmccord23 i want to challenge each .umbc student who has filled up the student section for the last two mens basketball games to com,Democrat
rt speakerpelosi we just finished watching the abramsaddress here in my office at the capitol and were all in agreement staceyabrams,Democrat
rt ezraklein the distance between trump's speech and presidency is telling. the guy who shut down the government lauds the boundless pot,Democrat
it's been official for a while. https//t.co/zw9fwvpqam,Democrat
rt nolandmccaskill .staceyabrams voter suppression is real. from making it harder to register and stay on the rolls to moving and clos,Democrat
"we need more staceyabrams. 
we need more staceyabrams. 
we need more staceyabrams. 
we need more staceyabrams. https//t.co/ir5pcjybwu",Democrat
 https//t.co/0dhqmbq1w5,Democrat
this might stick. https//t.co/htesh2fcm4,Democrat
main event. i'm excited for staceyabrams!,Democrat
rt deray let it end. where is stacey sotu,Democrat
climate change,Democrat
rt kamalaharris here are the facts the vast majority of illegal drugs that are trafficked into our country enter through legal ports of,Democrat
rt repanthonybrown trump says he wants to protect americans like me and the hundreds of thousands of those in my district who have preex,Democrat
rt huffpostpol it should be commonsense to say yes we should enshrine women in the constitution but unfortunately were still having,Democrat
rt delegatekaiser trump claimed that women received 58 of the newly created jobs and the congresswomen pointed to themselves  because,Democrat
"rt johnnyojr got spotted getting ready for sotu with bencardinformd.

sorry for the photobomb adamschiff! https//t.co/cppzm7epq7",Democrat
rt johnnyojr tonight ill be attending the sotu tonight as the guest of bencardinformd. as a former social studies teacher i have tre,Democrat
rt ironstache being poor costs a lot of money.,Democrat
"rt senatedems shutting down the federal government is never a good idea.

it shakes confidence in our country rattles the economy amp hur",Democrat
rt aodespair shorter mitch mcconnell democracy would end me. https//t.co/wcn73je7rj,Democrat
rt senatorsarah we presson with this effort to declare june 28 as freedom of the press day in md. thanks to every member of the senate f,Democrat
rt cexalsobrooks the business community has turned out in force this morning to learn how they can help put our youth to work this summer,Democrat
"rt umdsga need a refresher on the main changes betsy devos is proposing 

https//t.co/3b8npbskj0",Democrat
rt umdsga today is the final day to speak on seced devos harmful title ix recs which will result in reduced protections for survivors o,Democrat
on so many different levels https//t.co/8nz9qbgkrh,Democrat
rt michaelemann great meeting today in dc with senwhitehouse edmarkey bencardinformd amp senstabenow brianschatz the latt,Democrat
"rt wmar2news school changes for today as of 853am

closed
harford

opening 2 hours late
cecil

closing 3 hours early
baltimore
carrol",Democrat
"rt alyssamilano an bipartisan joint oped by lisamurkowski and senatorcardin! 

and i couldnt agree more. eranow 

its time to",Democrat
rt shellyhettleman couldnt agree more joebiden! thats why im introducing a bill in the marylandgeneralassembly to make sure rape su,Democrat
"standing up for federal workers. standing up for small businesses. 

standing up for what's right. 

yeah. that's t https//t.co/jnajtm8d6i",Democrat
gaslighting. https//t.co/f3zfueesvd,Democrat
rt brianschatz people who hate the government shouldnt be in charge of it.,Democrat
rt mdfoodbank earlier today we held a pantry on the go for the afgenational to distribute muchneeded fresh produce and food items. a s,Democrat
rt councilmanetc federal gov't shutdown assistance from city of baltimore linked below. we are home to 3000 federal employees currently,Democrat
rt eneskanter our lives begin to end the day we become silent about things that matter.  mlk  https//t.co/sqaj2z8pho,Democrat
rt brianschatz roughly 30 percent of the workers who will miss a second paycheck on friday are veterans.,Democrat
rt abc available studies show overall crime rates are lower among immigrant groups than they are among nativeborn americans. https//t.c,Democrat
rt 1199seiumddc we will continue to stand with the furloughed federal government employees of afgeunion until the trumpshutdown is ove,Democrat
rt suitemagazine this governmentshutdown has been caused by 1 person and 1 person only  the president of the united states bencardi,Democrat
"rt aoc 800000 workers are missing their paychecks and were pushing to get them paid asap.

were here doing our job  the house has vot",Democrat
"rt ilhanmn our lives begin to end the day we become silent about things that matter.  dr. martin luther king jr. 

happy 90th birthd",Democrat
rt brianschatz the thing about the fast food in the white house is that this administration is still in federal court trying to eliminate,Democrat
rt 47abc gov shutdown bencardinformd is at bwi speaking about how federal employees are being impacted by the shutdown becauselocalma,Democrat
rt robbieleonard42 the realdonaldtrump shutdown is bad for the maryland economy. we will all feel the effects of his manufactured crisis,Democrat
all the other times didn't register https//t.co/svklqtj2lp,Democrat
excited to nominate the next potus in milwaukee  a worldclass city of working people labor unions and commun https//t.co/piwi3ymyjz,Democrat
join the campaign by signing up at https//t.co/3bsbwqgi8x or by texting join to 40203.,Democrat
our country needs someone who can unite this nation reject politics of hate solve real challenges and take us fo https//t.co/yjktkg3ch1,Democrat
rt corybooker its not just about whos our presidentits about who we are. its time for us to pull together. its time for us to work,Democrat
"rt senatormenendez february 14th happens once a year but the survivors amp families of parkland relive it every day.

let's honor the fami",Democrat
the democratic party needs someone who will unite and bring the country togetherand that person is corybooker. https//t.co/vw0v5skli6,Democrat
me enorgullece apoyar a mi colega y amigo corybooker en su candidatura presidencial. su visin es lo que necesitam https//t.co/a9dgmibleh,Democrat
rt mattklapper i started my work for cory booker 19 years ago when he was a councilman and i was a high school student. i've stuck with,Democrat
rt njyoungdems njs own senator corybooker announces his candidacy for president of the united states. check out the kickoff video. ht,Democrat
"rt hudsondems send this jersey boy to the white house!
cory2020 https//t.co/etmvms6k1y",Democrat
"rt njcollegedems very excited that nj senator and progressive rockstar corybooker is in the race! 

cory2020 booker2020 https//t.co/e",Democrat
i can't think of anyone better to represent and unite the american people. cory makes a great friend and will make https//t.co/vpqtwj9zru,Democrat
jerseys finest  cory2020 https//t.co/qgkubtxhxn,Democrat
rt thedemocrats congratulations to bobmenendeznj on his reelection to the u.s. senate. thank you to all of the staff organizers and v,Democrat
i cannot begin to explain my gratitude for all you have done to make this victory possible. we are a step closer to https//t.co/lsbpkwmw5z,Democrat
i cannot be more proud of teammenendez. we left it all on the field today. from knocking doors and talking to vote https//t.co/hiuapee3oy,Democrat
rt 32bjseiu nj members and staff did an amazing job hitting the streets and phone banking in newark jersey city and paterson. lets go,Democrat
rt philmurphynj there's still time to vote! remember if you're in line to vote by 8pm you must be allowed to cast your ballot. make your,Democrat
new jersey polls close at 8 pm. as long as youre in line by 8 you must be allowed to vote. knowyourrights njsen https//t.co/rxuvxsreeq,Democrat
"rt jfreemannj proud to stand with govmurphy at the cityofhobokena train terminal to get out the vote for bobmenendeznj. 
bluewave v",Democrat
"don't sit on your tailget out to the polls and vote! polls close at 8 pm. 

check with your family friends and https//t.co/8twif7njnx",Democrat
rt thederekroseman its 5 pm and weve cracked 2000 total votes here in lambertville. its not even the postwork rush hour. were pull,Democrat
rt philmurphynj it's no surprise that mayorstack has organized an army of supporters hitting the streets for bobmenendeznj no matter t,Democrat
rt billmoen thanks bobmenendeznj for starting his day in southjersey with hundreds of volunteers from organized labor donnorcross4nj,Democrat
daniel didn't believe it was him! bob menendez took time to talk to new jerseyans and make sure they went out to th https//t.co/tqne9tyh9t,Democrat
rt mikedsoliman paterson is fired up to get out the vote! https//t.co/8iri1r8zvb,Democrat
rt eytansternweber it's votingday. years from now when my kids ask me what i did to fight the gunviolence epidemic my answer won't be,Democrat
rt humbyhumberto dont let the rain stop you from voting. vote  your vote counts.  estamosconbob bobmenendeznj https//t.co/z2dxi4ftjp,Democrat
"paws and ask your friends if they voted today. colonel is getting out the vote in bergencounty! 

tweet us your pi https//t.co/l3qti97i5i",Democrat
rt senatorlorettaw i know its raining but you must vote. call for a ride if you need it,Democrat
in hackensack bob has been making calls and asking new jerseyans if they voted today or if they need a ride to the https//t.co/mv12q8bszo,Democrat
rt ravibhalla if you need yet another reason to vote for bobmenendeznj the divisive and race baiting president of our country just endo,Democrat
rt njdsc .bobhugin has spent months telling us he's not a trump republican. now that's been exposed as just another lie. vote bobmenend,Democrat
"rt benjaminrich123 an endorsement that speaks volumes and a reminder of why everyone needs to vote bobmenendeznj in this election.

if",Democrat
thank you. https//t.co/vswjcn1e1g,Democrat
today we all need to come together and unite to put a check on trump. bring your friends to the polls to voteblue https//t.co/jm9vm6qqob,Democrat
rt hudsondems we are at the half way mark of electionday ! have you voted yet text five friends to see if they have yet and post your ,Democrat
rt philmurphynj we believe. vote https//t.co/nfvcsc9kc4,Democrat
rt philmurphynj newark is out in force for bobmenendeznj and essex dems! folks are fired up to vote to stop the trump agenda thanks to l,Democrat
"need a ride to the polls uber amp lyft are offering free and discounted rides on electionday.
https//t.co/hfdjhmie4q",Democrat
"rt corybooker new jersey please vote today 

and when you do 

please 

vote for my partner in the senate 

bob menendez. 

thank yo",Democrat
rt tzup43 voted now phone banking for bobmenendeznj and repsires. vote today!! didnt get my sticker though! hudsondems https//t.c,Democrat
rt mayorbollwage if any one or you know of someone who needs a ride to the polls in elizabeth..tweet me back,Democrat
rt bowmannancy i voted for bobmenendeznj ! https//t.co/espat1e96a,Democrat
rt hartsellceo nj1015 realdonaldtrump bobmenendeznj billspadea i've definitely got bobmenendeznj back electionday democrat for li,Democrat
rt 1199seiunj coffee  bagels  ponchos  passion for justice and democracy  1199seiu members are ready to hit the doors to gotv,Democrat
"rt donnorcross4nj nearly 1000 people rallied in southjersey to support candidates that stand up for hardworking men amp women.

if youre",Democrat
bob is getting out the vote today in burlingtoncounty with troy4nj7. thanks for showing support on electionday https//t.co/zv0zcrwrdd,Democrat
rt pascrellfornj my wife elsie amp i were out bright amp early at school 26 in paterson exercising our right to vote. this socalled repub,Democrat
rt mikedsoliman strong energy in cherry hill for the ccdems gotv kickoff w/bobmenendeznj donaldnorcross njsenatepres preswowkanech,Democrat
"rt hotelkeys hey bobhugin a little rain did not stop my 90yroldmarine corpswidow mom from voting. 

for the record we voted for bobm",Democrat
rt owhitener for the beloveds we lost in parkland pittsburgh and pulse and for my neighbors lost every day to the barrel of a gun i v,Democrat
rt pcamposmedina vote for estamosconbob our votes will take power back from those who want to tear our families apart.  vote against tru,Democrat
"rt nbcpolitics google trends

dnde votar where to vote is the top trending search on google in the us today 3350

and

3 of t",Democrat
rt njcollegedems man hoping to represent new jerseyans in senate says he hopes new jerseyans dont exercise their fundamental right as ci,Democrat
rt njyoungdems hes hoping you dont come to the polls. go show him what happens when more people vote. tomorrow reelect senator bobme,Democrat
down in south jersey getting the vote out for bob menendez and donnorcross4nj with our brothers and sisters of lab https//t.co/ahlphki2ib,Democrat
rt njcollegedems new jersey! today is the day we send bobmenendeznj back to the u.s senate and send a message to the rest of the country,Democrat
"rt ravibhalla my picks for election day
senate bob menendez !
congress sires
school board pick 'em! great choices great problem.
ref",Democrat
rt jaimesanchezjr diversity is a beautiful thing!! just voted for my latino senator bobmenendeznj and my black congresswoman bonnie4,Democrat
timmylynch13 donaldnorcross thanks for being on teammenendez!,Democrat
rt timmylynch13 took 5 minutes which is unusual ive been out in under 2 in the past. high turnout for midterms.  ivoted donaldnorcros,Democrat
".repsires and the hudsondems slate got bobs vote!

send us your pictures at the polls this morning using the has https//t.co/kbvihkuqsf",Democrat
"rt davidpringle11 i just voted bobmenendeznj and malinowski for congress in nj7 how about you 

turnouts great in cranford 29 so fa",Democrat
"happy electionday!

do you know your voting rights call 1833njvotes 18336586837 with questionsand share https//t.co/gvr3dr9cjm",Democrat
rt listernyaringo proudresister gop lets vote blue all the way. here in new jersey were comfortable with al our blue candidate! sen,Democrat
rt kristen19 nj  its cold and rainy and bobhugin thinks thatll stop you from voting. sounds like a good day to prove him wrong! pul,Democrat
rt philmurphynj new jersey we've been waiting for this day for the last two years. the polls are now open. vote today for bobmenendeznj,Democrat
"good morning! teammenendez is up bright and early ready to gotv for bob menendez.

 polls are open from 6am  8 https//t.co/ck1ox7yx8c",Democrat
rt rlavarro vote today! its never mattered more. bobmenendeznj senatormenendez column a in hudson county. polls open 6am8pm. bluenj,Democrat
54m latinos live in the us. but only 5 of elected officials nationwide are latino. that's why we need to keep bob https//t.co/7gepxym6u3,Democrat
rt rasjbaraka https//t.co/lge5ameasq bob hugin prays for rain we pray justice and equality. we pray that americans realize how far backw,Democrat
rt indivisiblelnh is a little rain gonna keep nj07 voters away from the polls hell no!!!   bluewave bringithome vote malinowski bo,Democrat
rt philmurphynj .bobhugin says rain is republican weather because the fewer people that participate in an election the better they d,Democrat
rt missmissystyles translation.. voters of color dont come out to vote in the rain. dog whistle much.  hugin will take voter suppressio,Democrat
rt alfie322 so bobhugin wants it to be really difficult for those without cars parents with young children those with mobility issues,Democrat
rt insidernj stack ready with 1000 umbrellas and ponchos  insider nj  https//t.co/mo7w7941hc,Democrat
rt steveayscue nytnickc nateschweber this is what happens when youve just blown 40 million in unsubstantiated over the top tv ads and,Democrat
rt votesalmon someone who wants the vote to be suppressed doesn't deserve your vote. vote for bobmenendeznj tomorrow. https//t.co/jj4ul,Democrat
rt ravibhalla what kind of person hopes for rain to suppress the vote not the kind we want representing us. new jersey the only way we,Democrat
there is something deeply wrong with bobhugin who thinks that fewer people voting is a good thing. https//t.co/p6uudbz4mg,Democrat
rt pastorrls nj lets make the right choice tomorrow. sen. menendez is the best choice in this race. hugin is not what nj needs. lets n,Democrat
rt ryanhutchins i hope voters who dont have cars and have to walk to the polls in poor communities dont vote is what hes saying. http,Democrat
hate to rain on your parade bob but a few clouds are no match for the bluewave.  https//t.co/atqi1jbasd,Democrat
rt juanpachon while pharma bro hugin just called  election day storm forecast ideal for republicans strategy bobmenendeznj is packing,Democrat
teammenendez is working hard in perth amboy tonight to turn the bluewave into a bluetsunami. https//t.co/cfcvt68sp5,Democrat
"you have a right to vote on electionday.

if you're told that you were supposed to vote by mail or that your name https//t.co/avxjnqt3ur",Democrat
rt eceanjorg we are pushing through! we have a packed house here magnifybrewing company phone banking for mikiesherrill and bobmenende,Democrat
eceanjorg awesome work! teammenendez,Democrat
alexitymkt thanks for working hard!,Democrat
misssaramora senatormenendez sara you are an inspiration ,Democrat
bob got to sit down with misssaramora this weekend to talk about the issues impacting new jersey and the importanc https//t.co/pwlfoqwh4m,Democrat
rt raphaelcf9 while bobmenendeznj is fighting for a fair supreme court bob hugin is praising and supporting gorsuch and kavanaugh. http,Democrat
"rt misssaramora shout out to senatormenendez for speaking on my platform 
bobmenendeznj https//t.co/elgrxybgdc",Democrat
rt cleanh2oaction cleanwatervoters in nj find out where to vote and help us elect  people who will fight for our health water and co,Democrat
"rt njcollegedems polls are open tomorrow from 6am to 8pm.

lets get out there and elect bobmenendeznj mikiesherrill malinowski andyk",Democrat
rt middlesexdems get ready for election day amp  bobmenendeznj pallonefornj and the column a democratic team for the perth amboy gotv ral,Democrat
rt solomonforjc 1 democrat bob menendez. the choice is between a rocksolid democrat and a trump republican trumpican. from immigrati,Democrat
rt emmabeckerman1 new jerseyans want a senator who will stand up to trump and not be scared to say what they think. senator menendez does,Democrat
"need a ride to the polls uber amp lyft are offering free and discounted rides on electionday. 
https//t.co/hfdjhmie4q",Democrat
to win a majority in the u.s. senate we need to defend every seat. we're not waiting to build support  we're ask https//t.co/z3ojf0ts1n,Democrat
we can't afford to take any race or any seat for granted. will you show you're standing with bob by renewing your s https//t.co/ps0v87soju,Democrat
.padems needs college juniors ready to help flip pa blue in 2020. apply today with organizingcorps2020 at https//t.co/wq1fstj4ao!,Democrat
today i spoke with morningjoe about how democrats will win on an economic agenda in 2020. watch the video https//t.co/ip3wz2yghw,Democrat
i'm grateful for the opportunity to be sworn in for a third term in the u.s. senate. thank you to the workers and f https//t.co/7csjzfcrz3,Democrat
some would say that our agenda for change is too ambitious. but you know what were the united states of america. https//t.co/69hljf17yz,Democrat
we should be moving forward not backwards on health care. i think that was a strong verdict tonight. pasen,Democrat
thank you for the privilege of continuing to serve you pennsylvania! i'm humbled honored and ready to get to work.  bob,Democrat
that's great to hear pamela  tell your mom thanks for voting! govote https//t.co/xjvngjkybe,Democrat
grateful for organized labor's continued support in the fight for workers. https//t.co/yiflasw4ii,Democrat
polls close in one hour pennsylvania. as long as you're in line you can vote  go vote https//t.co/abwykeyv0p https//t.co/g2q2o815jl,Democrat
thanks patrick! govote https//t.co/vrexjojyrn,Democrat
rt alleghenydems allegheny is showing up to vote for johnfetterman bobcasey rondinicola and sue mulvey! so should you! beavoter ht,Democrat
two hours left to vote in pennsylvania. this is your chance to make your voice heard make sure to vote before poll https//t.co/kphojmlyk5,Democrat
thanks angelica! https//t.co/ldkpnjech7,Democrat
rt paaflcio these union sisters are hard at work getting out the vote for prounion advocates like wolfforpa bobcasey conorlambpa at,Democrat
time and time again bob's stood up for families like sara's. vote today to help keep him in the senate. https//t.co/fuaby7q7gn,Democrat
bob's a fighter for the middle class just ask theresa about why she's voting for bob today. https//t.co/9cqdtaqkt1,Democrat
thanks to all of the hometown democrats who are working this campaign through to the end. https//t.co/vfxwdbwqfj,Democrat
election day is over halfway over. there's too much at risk to stay home this year. get out and vote for bob this a https//t.co/fsc2p34szc,Democrat
tony worked in the coal mines for years and he deserves to retire with dignity. we have to reelect bob to make su https//t.co/70igr81swb,Democrat
thanks for the support brooke govote https//t.co/njjozzaegd,Democrat
taking your lunch break soon lunch is a great time to make sure you get out and vote. https//t.co/0f1rglqprz https//t.co/ywnrcvsj7p,Democrat
bob and his family voted for good jobs fair wages affordable health care and basic human decency and respect in s https//t.co/gmz50iwaod,Democrat
william from scranton knows exactly why he's voting for bob today. have you voted yet https//t.co/0f1rglqprz https//t.co/lufoyxyodj,Democrat
it's election day and polls are open from now until 8pm pennsylvania  go vote! https//t.co/abwykeyv0p https//t.co/aqtkvbpl6m,Democrat
tonight i'm asking for your vote. tomorrow we have the chance to change the status quo for middleclass families a https//t.co/rbmyww31di,Democrat
rt houlahanforpa election day is tomorrow and my kids and senator bobcasey's kids have a message for pennsylvania voters. go vote and l,Democrat
bob has earned the endorsement of every single newspaper making a decision on this year's senate race. he's the rig https//t.co/fxeruhq2fm,Democrat
spent the last two weeks talking to voters across the commonwealth. this election matters and this is what this cam https//t.co/jafrzsrdvj,Democrat
the rain isn't keeping volunteers from knocking doors in bloomsburg today! do you have time to talk to voters today https//t.co/f5jepi0rez,Democrat
it's almost election day pa  make your plan to vote for bob right now https//t.co/cmzosvzaai https//t.co/kvifxxf2ik,Democrat
got to thank some wonderful afscme volunteers for phone banking this morning. with only one day to go every phone https//t.co/zxcbmuvymr,Democrat
do you know where your polling place is are you sure visit https//t.co/cmzosvzaai today to confirm where you'll https//t.co/9em5zhztgt,Democrat
thank you luzerne county cartwrightpa and joebiden! one more day! https//t.co/oqbnfvswnx,Democrat
pennsylvania's future is at stake this year. with education health care and so much more on the line rt if you'r https//t.co/ycb4vpbjoz,Democrat
check your polling place one more time and confirm you're all set to vote on tuesday https//t.co/cmzosvzaai https//t.co/5lvy94gqe3,Democrat
the pavotesblue bus pulled up to the operating engineers local 542 meeting this afternoon  proud to stand with th https//t.co/hmatqtxetb,Democrat
"rt padems with under 56 hours until polls close in pa what are you doing to makeithappenn in the last few days

can't answer yet vis",Democrat
polls open in less than 48 hours have you made your plan to vote for bob yet https//t.co/cmzosvzaai https//t.co/zyk9xomq8k,Democrat
the pavotesblue bus tour made sure to stop and see the great people of delco this evening  rooting for https//t.co/kwzdeq2lam,Democrat
always a warm welcome from montco  glad our pavotesblue bus tour stopped by to cheer on great candidates like https//t.co/5beijsqfha,Democrat
the whole family is on the trail today! great to be out in chalfont working to elect scottwallacepa  let's https//t.co/dhsakwygds,Democrat
he cares and he's a truly good person. pam is asking you to vote for bob because he stood by her when she was sic https//t.co/0xtiikbvbw,Democrat
three days until election day! make sure you your friends and your family have a plan to vote! https//t.co/jg5brbledo,Democrat
kicked off gotv weekend with the people of cheltenham  thanks to arthaywood govedrendell and sen. dickdurbin https//t.co/fbkkxn00n7,Democrat
made a stop in beaver this evening not only to have a great hotdog but to talk with beaver county democrats about https//t.co/ebsc0zjmdh,Democrat
proud to stand with steelworkers in the fight for pas workers. we can't and won't go back to the days without the https//t.co/4p19tbq1yw,Democrat
rt darrinkellypgh thankyou bobcasey for taking the time to speak at pghfirefighters today. you are always with us. so proud to speak t,Democrat
said hello to a longtime friend found boerio4congress's twin met some organizers working to makeithappenn and f https//t.co/ffefhqghjh,Democrat
proud to be joined in the fight for quality affordable health care with the people of greene county. now let's get https//t.co/nvqhywpyaf,Democrat
a great start to the morning in uniontown talking about what's at stake this year with fayette county democrats. th https//t.co/ggewcjg6c5,Democrat
pennlive endorses bob for reelection https//t.co/adljq9vylb https//t.co/xhu8x9wpsh,Democrat
so impressed by the work that jason lloyd has done to restore this former harrisburg firehouse into a space for vol https//t.co/fdbzgp4iy7,Democrat
the pa votes blue bus is rolling! first stop breakfast in harrisburg with gscott4congress womenwinning106 patt https//t.co/urqjmbzzwu,Democrat
thanks to rev. kevin shively and state rep. carol hillevans for showing me around trunk or treat and sorry to the https//t.co/mkyepwth0i,Democrat
thank you to the people of lancaster for welcoming us this afternoon and thanks to councilwoman diaz and state rep https//t.co/xrjr40uacu,Democrat
thank you psucollegedems and our state college padems fellows for hosting me marcforpa ezrapasenate34 https//t.co/mkkh4dmtep,Democrat
bob is a senator that pennsylvanians can be proud of. make a plan to vote for him on tuesday november 6 https//t.co/imxrfzs0zb,Democrat
starting halloween with a cup of coffee at julie's with the people of williamsport  they're working hard for https//t.co/21kndehkhc,Democrat
"only 7 days to go  grateful to receive the ydrcoms endorsement.

https//t.co/95vrn21cg3",Democrat
kicked off the pavotesblue bus tour this evening with rondinicola wolfforpa and the great people of erie  tha https//t.co/zuchyjotzx,Democrat
bob casey never hesitates to fight for pa. the final debate is finished and there are only 11 days left can you jo https//t.co/eymmxcd3qn,Democrat
bob is proud to be endorsed by everytown for gun safety. pasen https//t.co/123g55v80v,Democrat
the right to vote is fundamental and it's our responsibility to protect it. pasen https//t.co/fqtyl6objo,Democrat
bob is proud of the work he's done on behalf of americans with disabilities. meet dennis and sara two pennsylvania https//t.co/xcle17h8at,Democrat
lou barletta voted for the president's corporate tax cut. bob casey's plan pasen https//t.co/v4e3e0dbrd,Democrat
rt if you agree  we need bob casey in the senate to defend protections for people with preexisting conditions. https//t.co/bxljyzryde,Democrat
there are just a few minutes until the pittsburgh debate starts. rt with why you're proud to be on team casey. https//t.co/ruhnjk9mtn,Democrat
as bob prepares to take the stage for his last debate some pennsylvania voters have an important message for him. https//t.co/jvnyahog8z,Democrat
dont count clarion county out  the energized clariondemocrat is ready to get to work and makeithappenn! https//t.co/6wtqfdjc6g,Democrat
young people are the future of our nation  thanks to alleghenydems for all of their hard work to get out the vot https//t.co/c4bykh0o7m,Democrat
shared coffee and donuts with the people of warren county this morning  very lucky to have their support. https//t.co/b1pxnapnjy,Democrat
less than two weeks until election day! are you looking to volunteer to help reelect bob you can learn more here https//t.co/k6q5yffvdn,Democrat
the people of potter county always treat us well. glad we got to stop by  thanks for having us! https//t.co/rxaxjaig4g,Democrat
